#comment	rdp_tax_and_bootstrap	taxonomic_affiliation	blast_subject	blast_perc_identity	blast_perc_query_coverage	blast_evalue	blast_aln_length	seed_id	observation_name	observation_sum	ERR7901770	ERR7901771	ERR7901772	ERR7901773	ERR7901774	ERR7901775	ERR7901776	ERR7901777	ERR7901778	ERR7901779
no data	Bacteria;(1.0);Firmicutes;(1.0);Clostridia;(1.0);Peptostreptococcales-Tissierellales;(1.0);Family XI;(1.0);W5053;(1.0);unknown species;(1.0);	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;W5053;unknown species	multi-subject	100.0	100.0	5.38e-130	252	ERR7901778.1005	Cluster_288	75	0	0	0	0	0	0	0	0	75	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Kineosporiales;(1.0);Kineosporiaceae;(1.0);Kineosporia;(0.97);unknown species;(0.9);	Bacteria;Actinobacteriota;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineosporia;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.4150	Cluster_289	72	72	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Pseudomonadales;(1.0);Moraxellaceae;(1.0);Acinetobacter;(0.97);Acinetobacter sp.;(0.49);	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Multi-affiliation	multi-subject	98.814	100.0	1.51e-125	253	ERR7901773.4102	Cluster_290	97	0	0	0	97	0	0	0	0	0	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Acidimicrobiia;(1.0);Microtrichales;(1.0);unknown family;(0.97);unknown genus;(0.97);unknown species;(0.97);	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;unknown family;unknown genus;unknown species	multi-subject	100.0	100.0	4.20e-131	254	ERR7901773.6685	Cluster_292	51	0	0	0	51	0	0	0	0	0	0
no data	Bacteria;(1.0);Halanaerobiaeota;(1.0);Halanaerobiia;(1.0);Halanaerobiales;(1.0);Halobacteroidaceae;(1.0);Halanaerobacter;(0.98);Halanaerobacter lacunarum;(0.87);	Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;unknown genus;unknown species	EU869383.1.1393	99.605	100.0	6.99e-129	253	ERR7901778.356	Cluster_293	86	0	0	0	0	1	0	0	0	75	10
no data	Bacteria;(1.0);Cyanobacteria;(1.0);Cyanobacteriia;(1.0);Chloroplast;(1.0);unknown family;(1.0);unknown genus;(1.0);Daucus carota (carrot);(0.62);	Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;unknown family;unknown genus;Daucus carota (carrot)	multi-subject	100.0	100.0	1.50e-130	253	ERR7901779.2983	Cluster_294	49	0	0	0	1	0	0	0	0	0	48
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Acetobacterales;(1.0);Acetobacteraceae;(1.0);Acidiphilium;(0.88);metagenome;(0.68);	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidiphilium;metagenome	FPLM01004671.10.1499	100.0	100.0	1.50e-130	253	ERR7901771.951	Cluster_295	63	0	63	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Firmicutes;(1.0);Bacilli;(1.0);Acholeplasmatales;(1.0);Acholeplasmataceae;(1.0);Acholeplasma;(0.89);unknown species;(0.85);	Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;unknown species	GQ138559.1.1403	97.211	99.60317460317461	9.14e-118	251	ERR7901772.1962	Cluster_296	68	0	0	68	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Firmicutes;(1.0);Bacilli;(1.0);Bacillales;(1.0);Bacillaceae;(1.0);Bacillus;(1.0);Bacillus coagulans DSM 1 = ATCC 7050;(0.55);	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Multi-affiliation	multi-subject	99.209	100.0	3.25e-127	253	ERR7901778.6201	Cluster_297	66	0	0	0	0	0	0	0	0	66	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Xanthomonadales;(1.0);Xanthomonadaceae;(1.0);Stenotrophomonas;(1.0);Stenotrophomonas rhizophila;(1.0);	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901779.693	Cluster_298	50	0	0	0	0	0	0	0	0	0	50
no data	Bacteria;(1.0);Armatimonadota;(1.0);Fimbriimonadia;(1.0);Fimbriimonadales;(1.0);Fimbriimonadaceae;(1.0);unknown genus;(1.0);unknown species;(0.66);	Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;unknown genus;Multi-affiliation	multi-subject	98.425	100.0	7.04e-124	254	ERR7901770.1589	Cluster_299	85	85	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Bacteroidota;(1.0);Bacteroidia;(1.0);Bacteroidales;(1.0);Marinilabiliaceae;(0.98);Anaerophaga;(0.97);unknown species;(0.97);	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;Anaerophaga;unknown species	KJ817716.1.1485	99.209	100.0	3.25e-127	253	ERR7901770.17870	Cluster_300	42	1	2	1	3	0	0	2	1	2	30
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Pseudomonadales;(1.0);Pseudomonadaceae;(1.0);Pseudomonas;(1.0);Pseudomonas mendocina;(0.59);	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901771.1244	Cluster_301	63	0	62	0	0	0	1	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Rhodocyclaceae;(1.0);Ferribacterium;(1.0);unknown species;(0.81);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901773.3874	Cluster_302	60	0	0	0	52	0	1	0	1	0	6
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Comamonadaceae;(1.0);Acidovorax;(0.67);Acidovorax sp.;(0.15);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901773.4351	Cluster_303	46	0	0	0	46	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Sphingomonadales;(1.0);Sphingomonadaceae;(1.0);Sphingomonas;(0.97);Sphingomonas sp.;(0.39);	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;unknown species	FJ152838.1.1442	98.024	100.0	3.28e-122	253	ERR7901770.11378	Cluster_305	58	58	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Frankiales;(1.0);unknown family;(1.0);unknown genus;(1.0);Actinomycetales bacterium;(0.97);	Bacteria;Actinobacteriota;Actinobacteria;Multi-affiliation;Multi-affiliation;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.2730	Cluster_307	57	57	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Propionibacteriales;(1.0);Nocardioidaceae;(1.0);Aeromicrobium;(1.0);Aeromicrobium fastidiosum;(0.52);	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;Multi-affiliation	multi-subject	98.814	100.0	1.51e-125	253	ERR7901770.399	Cluster_308	114	114	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Corynebacteriales;(1.0);Corynebacteriaceae;(1.0);Corynebacterium;(1.0);Corynebacterium tuberculostearicum;(0.98);	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	4.20e-131	254	ERR7901770.4147	Cluster_309	47	32	0	0	1	0	0	0	0	0	14
no data	Bacteria;(1.0);Bacteroidota;(1.0);Bacteroidia;(1.0);Chitinophagales;(1.0);Chitinophagaceae;(1.0);Sediminibacterium;(1.0);unknown species;(0.92);	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901773.1184	Cluster_310	78	0	0	0	78	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Pseudomonadales;(1.0);Moraxellaceae;(1.0);Acinetobacter;(1.0);Acinetobacter junii;(0.25);	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter haemolyticus	CP018871.2849760.2851304	100.0	100.0	1.50e-130	253	ERR7901773.3872	Cluster_311	44	0	0	0	44	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Caulobacterales;(1.0);Caulobacteraceae;(1.0);Caulobacter;(0.87);unknown species;(0.6);	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter sp.	KF536028.1.1416	100.0	100.0	1.50e-130	253	ERR7901773.9129	Cluster_314	40	0	0	0	40	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Rhodobacterales;(1.0);Rhodobacteraceae;(1.0);Gemmobacter;(0.69);Gemmobacter sp.;(0.69);	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901779.2521	Cluster_317	56	0	0	1	0	1	0	0	0	0	54
no data	Bacteria;(1.0);Bacteroidota;(1.0);Bacteroidia;(1.0);Flavobacteriales;(1.0);Weeksellaceae;(1.0);unknown genus;(0.68);unknown species;(0.68);	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Multi-affiliation	multi-subject	97.628	100.0	1.52e-120	253	ERR7901770.25075	Cluster_319	80	13	12	0	0	0	0	0	0	18	37
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Micromonosporales;(1.0);Micromonosporaceae;(1.0);Phytohabitans;(0.49);unknown species;(0.49);	Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Multi-affiliation;Multi-affiliation	multi-subject	99.605	100.0	6.99e-129	253	ERR7901770.2550	Cluster_320	73	73	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Halanaerobiaeota;(1.0);Halanaerobiia;(1.0);Halanaerobiales;(1.0);Halanaerobiaceae;(1.0);Halanaerobium;(1.0);Halanaerobium sp.;(0.81);	Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;bacterium YC-ZSS-LKJ96	KP174579.1.1515	99.209	100.0	3.25e-127	253	ERR7901770.5544	Cluster_322	89	49	15	0	0	0	0	0	0	25	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Sphingomonadales;(1.0);Sphingomonadaceae;(1.0);Sphingomonas;(0.96);Sphingomonas leidyi;(0.37);	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Multi-affiliation	multi-subject	99.605	100.0	6.99e-129	253	ERR7901770.570	Cluster_323	43	43	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Thermoleophilia;(1.0);Solirubrobacterales;(1.0);Solirubrobacteraceae;(1.0);Conexibacter;(0.92);unknown species;(0.8);	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;unknown genus;unknown species	KC554257.1.1541	100.0	100.0	1.50e-130	253	ERR7901771.7595	Cluster_324	52	0	52	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Sphingomonadales;(1.0);Sphingomonadaceae;(1.0);Erythrobacter;(0.55);unknown species;(0.48);	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Altererythrobacter;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901771.8524	Cluster_325	66	0	66	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Rhizobiales;(1.0);Beijerinckiaceae;(1.0);Bosea;(1.0);Bosea sp.;(0.99);	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Bosea;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901773.33956	Cluster_327	37	0	0	0	4	0	1	0	0	0	32
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Rhizobiales;(1.0);Xanthobacteraceae;(1.0);Bradyrhizobium;(0.63);metagenome;(0.61);	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Tardiphaga;unknown species	KF098115.1.1306	99.605	100.0	6.99e-129	253	ERR7901773.9336	Cluster_329	65	0	0	0	19	0	0	0	0	46	0
no data	Archaea;(1.0);Halobacterota;(1.0);Halobacteria;(1.0);Halobacterales;(1.0);Halobacteriaceae;(0.99);Halodesulfurarchaeum;(0.98);unknown species;(0.98);	Archaea;Halobacterota;Halobacteria;Halobacterales;Multi-affiliation;Multi-affiliation;Multi-affiliation	multi-subject	97.244	100.0	1.98e-119	254	ERR7901774.13964	Cluster_330	95	1	0	0	0	16	44	29	0	1	4
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Sphingomonadales;(1.0);Sphingomonadaceae;(1.0);Sphingomonas;(1.0);bacterium;(0.62);	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;unknown species	JQ428516.1.1441	100.0	100.0	1.50e-130	253	ERR7901770.5701	Cluster_331	53	16	0	0	0	0	0	0	0	37	0
no data	Bacteria;(1.0);Bacteroidota;(1.0);Bacteroidia;(1.0);Sphingobacteriales;(1.0);Sphingobacteriaceae;(1.0);Mucilaginibacter;(1.0);Mucilaginibacter galii;(0.47);	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.6940	Cluster_332	65	65	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Sphingomonadales;(1.0);Sphingomonadaceae;(1.0);Sphingobium;(0.98);Sphingobium rhizovicinum;(0.45);	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901773.3920	Cluster_335	47	0	0	0	47	0	0	0	0	0	0
no data	Archaea;(1.0);Halobacterota;(1.0);Halobacteria;(1.0);Halobacterales;(1.0);unknown family;(0.24);unknown genus;(0.24);unknown species;(0.24);	Archaea;Halobacterota;Halobacteria;Halobacterales;Halobacteriaceae;Halanaeroarchaeum;Halanaeroarchaeum sulfurireducens	multi-subject	96.063	100.0	1.99e-114	254	ERR7901774.11685	Cluster_336	106	0	0	0	0	13	59	27	2	1	4
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Propionibacteriales;(1.0);Propionibacteriaceae;(1.0);Cutibacterium;(1.0);Cutibacterium acnes;(1.0);	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901777.998	Cluster_338	55	0	0	0	0	0	0	0	49	6	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Burkholderiaceae;(1.0);Polynucleobacter;(1.0);Polynucleobacter asymbioticus;(0.95);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901778.7946	Cluster_339	52	0	0	0	0	0	0	0	0	52	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Rhizobiales;(1.0);Rhizobiales Incertae Sedis;(1.0);Nordella;(1.0);unknown species;(1.0);	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Nordella;unknown species	multi-subject	100.0	100.0	1.50e-130	253	ERR7901779.774	Cluster_340	41	0	0	0	0	0	0	0	0	0	41
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Caulobacterales;(1.0);Caulobacteraceae;(1.0);unknown genus;(0.95);unknown species;(0.39);	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;unknown genus;unknown species	JF175660.1.1303	98.419	100.0	7.04e-124	253	ERR7901770.1872	Cluster_341	59	59	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Halanaerobiaeota;(1.0);Halanaerobiia;(1.0);Halanaerobiales;(1.0);Halanaerobiaceae;(1.0);Halanaerobium;(1.0);Halanaerobium saccharolyticum;(0.7);	Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Multi-affiliation	multi-subject	98.425	100.0	7.04e-124	254	ERR7901770.2142	Cluster_342	56	11	37	0	0	0	0	0	0	3	5
no data	Bacteria;(1.0);Firmicutes;(1.0);Bacilli;(1.0);Lactobacillales;(1.0);Enterococcaceae;(1.0);Enterococcus;(1.0);Enterococcus faecium;(0.84);	Bacteria;Firmicutes;Bacilli;Lactobacillales;Multi-affiliation;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.23801	Cluster_343	50	1	0	0	2	1	46	0	0	0	0
no data	Archaea;(1.0);Halobacterota;(1.0);Methanosarcinia;(1.0);Methanosarciniales;(1.0);Methanosarcinaceae;(1.0);Methanohalophilus;(1.0);unknown species;(0.81);	Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanohalophilus;Multi-affiliation	multi-subject	99.606	100.0	1.95e-129	254	ERR7901771.10505	Cluster_345	71	8	11	15	10	3	5	2	6	4	7
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Rhodobacterales;(0.99);Rhodobacteraceae;(0.99);Amaricoccus;(0.66);unknown species;(0.65);	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus;unknown species	EU071538.1.1434	99.209	100.0	3.25e-127	253	ERR7901771.3653	Cluster_346	45	0	45	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Bacteroidota;(1.0);Bacteroidia;(1.0);Chitinophagales;(1.0);Chitinophagaceae;(1.0);Ferruginibacter;(1.0);unknown species;(1.0);	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;unknown species	multi-subject	100.0	100.0	1.50e-130	253	ERR7901771.7448	Cluster_347	40	0	40	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Caulobacterales;(1.0);Caulobacteraceae;(1.0);Caulobacter;(0.64);unknown species;(0.48);	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Afipia genosp. 14	AM943032.1.1214	100.0	100.0	1.50e-130	253	ERR7901773.2474	Cluster_348	42	0	0	0	42	0	0	0	0	0	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Micrococcales;(1.0);Micrococcaceae;(1.0);Rothia;(1.0);Rothia mucilaginosa;(0.94);	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Rothia;Multi-affiliation	multi-subject	100.0	100.0	4.20e-131	254	ERR7901775.6567	Cluster_350	47	0	8	0	0	0	23	0	0	0	16
no data	Bacteria;(1.0);Firmicutes;(1.0);Bacilli;(1.0);Lactobacillales;(1.0);Streptococcaceae;(1.0);Streptococcus;(1.0);Streptococcus lutetiensis;(0.54);	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Multi-affiliation	multi-subject	100.0	100.0	5.38e-130	252	ERR7901777.1186	Cluster_351	55	0	0	0	0	0	0	0	55	0	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Micrococcales;(0.98);Bogoriellaceae;(0.98);Georgenia;(0.98);unknown species;(0.98);	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Bogoriellaceae;Georgenia;unknown species	EF688243.1.1418	99.605	100.0	6.99e-129	253	ERR7901779.1151	Cluster_352	77	22	0	0	0	0	1	0	0	0	54
no data	Bacteria;(1.0);Bacteroidota;(1.0);Bacteroidia;(1.0);Cytophagales;(1.0);Spirosomaceae;(1.0);Spirosoma;(0.97);unknown species;(0.76);	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;unknown species	GY148032.1.1401	96.047	100.0	7.14e-114	253	ERR7901770.3288	Cluster_354	64	64	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Sphingomonadales;(1.0);Sphingomonadaceae;(1.0);Sphingomonas;(1.0);Sphingomonas sp.;(0.78);	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;unknown species	multi-subject	99.209	100.0	3.25e-127	253	ERR7901770.523	Cluster_355	66	66	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Rhodocyclaceae;(1.0);Methyloversatilis;(0.9);unknown species;(0.9);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Methyloversatilis;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.55973	Cluster_356	55	7	0	0	26	0	0	0	22	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Reyranellales;(1.0);Reyranellaceae;(1.0);Reyranella;(1.0);metagenome;(1.0);	Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;Multi-affiliation	multi-subject	multi-identity	100.0	3.25e-127	multi-alignment-lg	ERR7901773.9840	Cluster_358	44	0	0	0	44	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Ectothiorhodospirales;(1.0);Ectothiorhodospiraceae;(1.0);Halofilum;(1.0);unknown species;(0.97);	Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;Halofilum;Multi-affiliation	multi-subject	98.819	100.0	4.23e-126	254	ERR7901775.51368	Cluster_359	66	0	0	0	0	0	1	0	1	64	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Thermoleophilia;(0.81);Gaiellales;(0.8);unknown family;(0.8);unknown genus;(0.8);unknown species;(0.77);	Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;unknown family;unknown genus;unknown species	KC554608.1.1542	94.071	100.0	1.56e-105	253	ERR7901771.3912	Cluster_360	37	0	37	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Pseudomonadales;(1.0);Pseudomonadaceae;(1.0);Pseudomonas;(1.0);Pseudomonas silesiensis;(0.06);	Bacteria;Proteobacteria;Gammaproteobacteria;Multi-affiliation;Multi-affiliation;Multi-affiliation;Multi-affiliation	multi-subject	99.209	100.0	3.25e-127	253	ERR7901773.4179	Cluster_361	37	0	0	0	37	0	0	0	0	0	0
no data	Bacteria;(1.0);Firmicutes;(1.0);Bacilli;(1.0);Lactobacillales;(1.0);Streptococcaceae;(1.0);Lactococcus;(1.0);Lactococcus lactis;(1.0);	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Multi-affiliation	multi-subject	100.0	100.0	5.38e-130	252	ERR7901775.11391	Cluster_362	63	0	0	0	0	0	2	0	0	4	57
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Sphingomonadales;(1.0);Sphingomonadaceae;(1.0);Novosphingobium;(0.98);unknown species;(0.24);	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901778.15507	Cluster_363	59	0	0	0	9	0	0	0	0	13	37
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Streptomycetales;(0.99);Streptomycetaceae;(0.99);Streptomyces;(0.99);Streptomyces carpaticus;(0.63);	Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp.	multi-subject	100.0	100.0	1.50e-130	253	ERR7901778.155	Cluster_364	50	0	0	0	0	0	0	0	0	50	0
no data	Bacteria;(1.0);Firmicutes;(1.0);Clostridia;(1.0);Clostridiales;(1.0);Clostridiaceae;(1.0);Clostridium sensu stricto 1;(1.0);Clostridium perfringens;(1.0);	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901778.8891	Cluster_365	53	0	0	0	0	0	0	0	0	53	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Micrococcales;(1.0);Microbacteriaceae;(1.0);Microterricola;(0.8);Microterricola viridarii;(0.8);	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.2766	Cluster_368	55	55	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Desulfobacterota;(0.96);Desulfovibrionia;(0.93);Desulfovibrionales;(0.93);Desulfohalobiaceae;(0.88);Desulfovermiculus;(0.88);unknown species;(0.77);	Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfohalobiaceae;Desulfovermiculus;unknown species	FJ536436.1.1473	97.628	100.0	1.52e-120	253	ERR7901770.2991	Cluster_369	40	12	26	0	0	0	0	0	0	2	0
no data	Bacteria;(1.0);Bacteroidota;(1.0);Bacteroidia;(1.0);Sphingobacteriales;(1.0);Sphingobacteriaceae;(1.0);Pedobacter;(1.0);unknown species;(0.17);	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;unknown species	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.5032	Cluster_370	56	56	0	0	0	0	0	0	0	0	0
